price_tnd,price_eur,Area,pieces,room,bathroom,state,latt,long,distance_to_capital,garage,garden,concierge,beach_view,mountain_view,pool,elevator,furnished,equipped_kitchen,central_heating,air_conditioning
260000.0,80600.0,164.0,9.0,9.0,2.0,1.0,36.81881,10.16596,2.19113226059161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
340000.0,105400.0,143.0,9.0,9.0,3.0,1.0,36.8567806,10.1157421,9.15165203481795,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
170000.0,52700.0,124.0,9.0,6.0,3.0,0.0,36.68902,10.29964,18.3799491860473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500000.0,465000.0,120.0,9.0,8.0,9.0,2.0,36.8803711017006,10.3261363068848,17.9997360430183,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2100000.0,651000.0,2058.0,8.0,7.0,3.0,1.0,36.466135,10.748872,73.2483602753751,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1400000.0,434000.0,2000.0,8.0,7.0,5.0,2.0,34.53163,10.50226,251.386729767093,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
7500000.0,2325000.0,1350.0,8.0,7.0,8.0,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
3500000.0,1085000.0,1311.0,8.0,7.0,6.0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
3000000.0,930000.0,1200.0,8.0,6.0,4.0,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
8500000.0,2635000.0,1180.0,8.0,6.0,2.0,1.0,36.8566,10.3258,16.956028959712,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2900000.0,899000.0,1152.0,8.0,5.0,2.0,0.0,36.845235,10.164723,4.6317218774898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3300000.0,1023000.0,1120.0,8.0,7.0,2.0,1.0,36.8314652,10.1680497,3.1148921503858,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
470000.0,145700.0,1080.0,8.0,3.0,2.0,1.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340000.0,105400.0,1040.0,8.0,3.0,3.0,1.0,33.8182675,11.0027267,339.135472746741,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400000.0,434000.0,1000.0,8.0,7.0,3.0,1.0,36.7311,10.3277,18.230347164571,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7500000.0,2325000.0,900.0,8.0,5.0,4.0,1.0,36.8694317,10.3164051,16.5057647881732,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5000000.0,1550000.0,886.0,8.0,5.0,5.0,1.0,36.8566,10.3258,16.956028959712,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1400000.0,434000.0,858.0,8.0,7.0,4.0,1.0,36.4394574303181,10.7110175888435,71.2584453011474,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2250000.0,697500.0,840.0,8.0,6.0,6.0,2.0,36.6938694,10.2622167,15.2468224381805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2200000.0,682000.0,833.0,8.0,6.0,3.0,0.0,36.845235,10.164723,4.6317218774898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000000.0,310000.0,806.0,8.0,6.0,2.0,1.0,33.8075978,10.8451467,336.063533301856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
